HG_224410	OG0224409: Ebro_g35013.t1
HG_225488	OG0225487: Ebro_g16186.t1
HG_226760	OG0226759: Ebro_g6446.t1
HG_226962	OG0226961: Ebro_g10706.t1
HG_25077	OG0025076: Ebro_g10223.t1 Ebro_g13373.t1 Ebro_g13374.t1 Ebro_g18229.t1 Ebro_g18231.t1 Ebro_g19178.t1 Ebro_g20127.t2 Ebro_g21301.t1 Ebro_g29442.t1 Ebro_g29443.t1 Ebro_g3366.t1 Ebro_g34200.t1 Ebro_g40777.t1
HG_225084	OG0225083: Ebro_g42010.t1
HG_225286	OG0225285: Ebro_g46362.t1
HG_226646	OG0226645: Ebro_g1872.t1
HG_226848	OG0226847: Ebro_g10968.t1
HG_226444	OG0226443: Ebro_g11934.t1
HG_226040	OG0226039: Ebro_g28476.t1
HG_226242	OG0226241: Ebro_g40522.t1
HG_55787	OG0055786: Ebro_g34999.t1 Ebro_g46295.t1 Ebro_g46681.t1 Ebro_g6979.t1 Ebro_g7731.t1
HG_21349	OG0021348: Ebro_g12136.t1 Ebro_g12138.t1 Ebro_g12139.t1 Ebro_g13423.t1 Ebro_g13424.t1 Ebro_g13426.t1 Ebro_g13427.t1 Ebro_g19120.t1 Ebro_g2507.t1 Ebro_g2509.t1 Ebro_g2513.t1 Ebro_g25136.t1 Ebro_g25137.t1 Ebro_g25138.t1 Ebro_g25139.t1 Ebro_g41257.t1
HG_226128	OG0226127: Ebro_g22531.t1
HG_55715	OG0055714: Ebro_g13381.t1 Ebro_g21384.t1 Ebro_g29671.t1 Ebro_g34682.t1 Ebro_g8261.t1
HG_224754	OG0224753: Ebro_g35096.t1
HG_224956	OG0224955: Ebro_g13657.t1
HG_224350	OG0224349: Ebro_g4968.t2
HG_224552	OG0224551: Ebro_g45021.t1
HG_224236	OG0224235: Ebro_g1511.t1
HG_224438	OG0224437: Ebro_g33970.t1
HG_225912	OG0225911: Ebro_g19637.t1
HG_225710	OG0225709: Ebro_g4847.t1
HG_15357	OG0015356: Ebro_g10046.t1 Ebro_g12220.t1 Ebro_g18814.t1 Ebro_g18872.t1 Ebro_g1892.t1 Ebro_g19727.t1 Ebro_g21635.t1 Ebro_g22712.t1 Ebro_g24989.t3 Ebro_g2526.t1 Ebro_g26746.t1 Ebro_g2833.t1 Ebro_g2954.t1 Ebro_g31380.t1 Ebro_g32182.t1 Ebro_g33134.t1 Ebro_g33236.t1 Ebro_g33975.t1 Ebro_g37126.t1 Ebro_g39611.t1 Ebro_g40490.t1 Ebro_g45897.t1 Ebro_g46687.t1 Ebro_g5101.t1 Ebro_g6033.t1 Ebro_g8159.t1
HG_8125	OG0008124: Ebro_g10750.t2 Ebro_g1088.t1 Ebro_g11214.t1 Ebro_g11935.t1 Ebro_g11940.t1 Ebro_g12309.t1 Ebro_g12310.t1 Ebro_g13669.t2 Ebro_g14390.t1 Ebro_g14424.t1 Ebro_g14653.t2 Ebro_g14836.t1 Ebro_g1508.t1 Ebro_g15426.t2 Ebro_g16310.t1 Ebro_g16667.t1 Ebro_g16742.t1 Ebro_g17707.t1 Ebro_g17944.t2 Ebro_g18597.t2 Ebro_g18598.t1 Ebro_g18620.t1 Ebro_g19993.t1 Ebro_g20347.t1 Ebro_g20609.t1 Ebro_g20659.t1 Ebro_g21231.t2 Ebro_g21302.t1 Ebro_g21692.t1 Ebro_g21746.t1 Ebro_g22049.t2 Ebro_g22305.t2 Ebro_g22406.t2 Ebro_g22905.t1 Ebro_g22906.t1 Ebro_g23074.t2 Ebro_g23633.t1 Ebro_g23930.t1 Ebro_g23954.t1 Ebro_g23954.t2 Ebro_g23954.t3 Ebro_g24131.t1 Ebro_g24448.t1 Ebro_g26546.t1 Ebro_g26728.t1 Ebro_g28047.t1 Ebro_g28161.t1 Ebro_g29399.t2 Ebro_g30032.t1 Ebro_g30260.t2 Ebro_g3064.t1 Ebro_g30847.t1 Ebro_g30958.t1 Ebro_g31331.t2 Ebro_g32538.t1 Ebro_g33170.t1 Ebro_g33202.t2 Ebro_g34152.t1 Ebro_g356.t1 Ebro_g38754.t2 Ebro_g38957.t1 Ebro_g38958.t2 Ebro_g3984.t1 Ebro_g40121.t2 Ebro_g40190.t1 Ebro_g40191.t1 Ebro_g40403.t1 Ebro_g40562.t1 Ebro_g40563.t1 Ebro_g40746.t2 Ebro_g40867.t1 Ebro_g40868.t2 Ebro_g41477.t2 Ebro_g42038.t1 Ebro_g42455.t2 Ebro_g42492.t1 Ebro_g43119.t1 Ebro_g43598.t1 Ebro_g43734.t1 Ebro_g43899.t2 Ebro_g44324.t1 Ebro_g45274.t2 Ebro_g4549.t1 Ebro_g45628.t1 Ebro_g45765.t1 Ebro_g46559.t1 Ebro_g46668.t1 Ebro_g46669.t1 Ebro_g46670.t2 Ebro_g4717.t1 Ebro_g4754.t2 Ebro_g4755.t1 Ebro_g5830.t2 Ebro_g6512.t2 Ebro_g661.t1 Ebro_g6729.t1 Ebro_g7051.t1 Ebro_g7260.t1 Ebro_g8248.t1 Ebro_g838.t1 Ebro_g8405.t1 Ebro_g8640.t1 Ebro_g9667.t2 Ebro_g9835.t1
HG_113496	OG0113495: Ebro_g30779.t1 Ebro_g32105.t1
HG_227189	OG0227188: Ebro_g39242.t1
HG_113920	OG0113919: Ebro_g38431.t1 Ebro_g38432.t1
HG_225297	OG0225296: Ebro_g43057.t1
HG_225499	OG0225498: Ebro_g20765.t1
HG_113604	OG0113603: Ebro_g5798.t1 Ebro_g5798.t2
HG_113806	OG0113805: Ebro_g7942.t1 Ebro_g7947.t1
HG_225095	OG0225094: Ebro_g25467.t1
HG_226771	OG0226770: Ebro_g11390.t1
HG_226973	OG0226972: Ebro_g38877.t1
HG_226455	OG0226454: Ebro_g23942.t1
HG_226657	OG0226656: Ebro_g43668.t1
HG_226859	OG0226858: Ebro_g26697.t1
HG_226253	OG0226252: Ebro_g27202.t1
HG_226051	OG0226050: Ebro_g29669.t1
HG_226139	OG0226138: Ebro_g5200.t1
HG_83266	OG0083265: Ebro_g19963.t1 Ebro_g19963.t2 Ebro_g26350.t1
HG_224765	OG0224764: Ebro_g18901.t1
HG_224967	OG0224966: Ebro_g36482.t1
HG_42366	OG0042365: Ebro_g12768.t1 Ebro_g37961.t1 Ebro_g45495.t1 Ebro_g5969.t1 Ebro_g5970.t1 Ebro_g733.t1 Ebro_g9355.t1
HG_224563	OG0224562: Ebro_g17085.t1
HG_224361	OG0224360: Ebro_g11803.t1
HG_224449	OG0224448: Ebro_g25860.t1
HG_225923	OG0225922: Ebro_g27631.t1
HG_83097	OG0083096: Ebro_g30117.t1 Ebro_g30118.t1 Ebro_g30120.t1
HG_224045	OG0224044: Ebro_g34875.t1
HG_224247	OG0224246: Ebro_g13620.t1
HG_225721	OG0225720: Ebro_g2975.t1
HG_225607	OG0225606: Ebro_g45142.t1
HG_225809	OG0225808: Ebro_g6788.t1
HG_225001	OG0225000: Ebro_g16146.t1
HG_225203	OG0225202: Ebro_g528.t1
HG_225405	OG0225404: Ebro_g8115.t1
HG_83161	OG0083160: Ebro_g28835.t1 Ebro_g40415.t1 Ebro_g955.t1
HG_6608	OG0006607: Ebro_g10446.t1 Ebro_g11141.t1 Ebro_g11142.t1 Ebro_g11171.t1 Ebro_g11774.t1 Ebro_g12261.t1 Ebro_g12275.t1 Ebro_g12482.t1 Ebro_g12857.t1 Ebro_g12981.t1 Ebro_g13368.t1 Ebro_g14427.t1 Ebro_g1461.t1 Ebro_g1462.t1 Ebro_g14993.t1 Ebro_g14993.t2 Ebro_g15344.t1 Ebro_g15345.t1 Ebro_g1561.t1 Ebro_g15899.t1 Ebro_g1656.t1 Ebro_g1657.t1 Ebro_g16965.t1 Ebro_g1728.t1 Ebro_g1728.t2 Ebro_g1731.t1 Ebro_g1815.t1 Ebro_g18391.t1 Ebro_g18572.t1 Ebro_g19215.t1 Ebro_g19638.t1 Ebro_g19816.t1 Ebro_g20085.t1 Ebro_g20511.t2 Ebro_g20856.t1 Ebro_g21714.t1 Ebro_g21714.t2 Ebro_g21715.t1 Ebro_g21759.t2 Ebro_g21770.t1 Ebro_g22464.t1 Ebro_g24092.t1 Ebro_g24268.t1 Ebro_g24987.t1 Ebro_g24988.t1 Ebro_g25090.t1 Ebro_g25443.t3 Ebro_g25868.t1 Ebro_g26144.t1 Ebro_g26326.t2 Ebro_g26713.t1 Ebro_g26734.t1 Ebro_g27106.t1 Ebro_g27117.t1 Ebro_g27421.t1 Ebro_g27421.t2 Ebro_g27811.t1 Ebro_g27992.t1 Ebro_g27993.t1 Ebro_g28010.t1 Ebro_g28088.t1 Ebro_g28088.t2 Ebro_g2812.t2 Ebro_g2813.t1 Ebro_g29034.t1 Ebro_g2928.t1 Ebro_g2969.t1 Ebro_g29936.t2 Ebro_g3016.t1 Ebro_g30434.t2 Ebro_g30673.t1 Ebro_g30882.t1 Ebro_g30883.t1 Ebro_g31239.t1 Ebro_g31323.t1 Ebro_g3146.t1 Ebro_g31481.t2 Ebro_g31702.t1 Ebro_g31836.t1 Ebro_g31843.t1 Ebro_g32066.t1 Ebro_g32463.t1 Ebro_g32464.t1 Ebro_g32737.t1 Ebro_g33196.t1 Ebro_g33283.t1 Ebro_g33283.t2 Ebro_g33284.t1 Ebro_g34298.t1 Ebro_g3457.t1 Ebro_g34771.t1 Ebro_g34915.t1 Ebro_g34917.t1 Ebro_g34931.t1 Ebro_g35152.t1 Ebro_g35153.t1 Ebro_g35667.t1 Ebro_g35936.t1 Ebro_g35937.t1 Ebro_g36238.t2 Ebro_g36326.t1 Ebro_g36428.t1 Ebro_g36432.t1 Ebro_g37568.t1 Ebro_g37665.t1 Ebro_g37666.t1 Ebro_g37805.t1 Ebro_g38619.t1 Ebro_g38620.t2 Ebro_g38621.t1 Ebro_g38901.t1 Ebro_g38970.t1 Ebro_g39339.t1 Ebro_g39803.t2 Ebro_g40340.t1 Ebro_g40827.t1 Ebro_g41066.t1 Ebro_g41219.t1 Ebro_g41219.t2 Ebro_g41335.t1 Ebro_g41336.t1 Ebro_g41961.t1 Ebro_g42594.t1 Ebro_g42648.t1 Ebro_g4274.t1 Ebro_g42925.t1 Ebro_g42925.t2 Ebro_g43186.t1 Ebro_g43187.t1 Ebro_g43511.t1 Ebro_g43511.t3 Ebro_g44468.t1 Ebro_g4739.t1 Ebro_g5513.t1 Ebro_g5514.t1 Ebro_g5712.t1 Ebro_g631.t1 Ebro_g6677.t1 Ebro_g6678.t1 Ebro_g6679.t1 Ebro_g6709.t1 Ebro_g7491.t1 Ebro_g7759.t1 Ebro_g8514.t1 Ebro_g8515.t1 Ebro_g8786.t1 Ebro_g8874.t1
HG_66948	OG0066947: Ebro_g5901.t1 Ebro_g5902.t1 Ebro_g5903.t1 Ebro_g5904.t1
HG_8883	OG0008882: Ebro_g10185.t1 Ebro_g10471.t1 Ebro_g10472.t1 Ebro_g10764.t1 Ebro_g11736.t1 Ebro_g1181.t2 Ebro_g12375.t1 Ebro_g12930.t1 Ebro_g13507.t1 Ebro_g14310.t1 Ebro_g1474.t1 Ebro_g14951.t1 Ebro_g15085.t1 Ebro_g15467.t1 Ebro_g1636.t1 Ebro_g17720.t1 Ebro_g18903.t1 Ebro_g19453.t1 Ebro_g19704.t1 Ebro_g19870.t1 Ebro_g20288.t1 Ebro_g20993.t1 Ebro_g21853.t1 Ebro_g22176.t1 Ebro_g23100.t1 Ebro_g2332.t1 Ebro_g23876.t1 Ebro_g24837.t1 Ebro_g24876.t1 Ebro_g25569.t1 Ebro_g25842.t1 Ebro_g26501.t1 Ebro_g27321.t1 Ebro_g27659.t1 Ebro_g28246.t1 Ebro_g28332.t1 Ebro_g28534.t1 Ebro_g29200.t1 Ebro_g30464.t1 Ebro_g30946.t1 Ebro_g31111.t1 Ebro_g31199.t1 Ebro_g31402.t1 Ebro_g32504.t1 Ebro_g32579.t1 Ebro_g32599.t1 Ebro_g33159.t1 Ebro_g33894.t1 Ebro_g34207.t1 Ebro_g34214.t1 Ebro_g34636.t1 Ebro_g35326.t1 Ebro_g35440.t1 Ebro_g35805.t1 Ebro_g36147.t1 Ebro_g36297.t1 Ebro_g37273.t1 Ebro_g3751.t1 Ebro_g37662.t1 Ebro_g37677.t1 Ebro_g37785.t1 Ebro_g37813.t1 Ebro_g37844.t1 Ebro_g38374.t1 Ebro_g38385.t1 Ebro_g38904.t1 Ebro_g39577.t1 Ebro_g39690.t1 Ebro_g40445.t1 Ebro_g41062.t1 Ebro_g4113.t1 Ebro_g41288.t1 Ebro_g41832.t1 Ebro_g44276.t1 Ebro_g45866.t1 Ebro_g46214.t1 Ebro_g5343.t1 Ebro_g6671.t1 Ebro_g6743.t1 Ebro_g7326.t1 Ebro_g7663.t1 Ebro_g7740.t1 Ebro_g9430.t1
HG_67008	OG0067007: Ebro_g25143.t1 Ebro_g26484.t1 Ebro_g26563.t1 Ebro_g27718.t1
HG_18766	OG0018765: Ebro_g13335.t1 Ebro_g14077.t1 Ebro_g1514.t1 Ebro_g15259.t1 Ebro_g16890.t1 Ebro_g21338.t1 Ebro_g23546.t1 Ebro_g2417.t1 Ebro_g26463.t1 Ebro_g28037.t1 Ebro_g32816.t2 Ebro_g34833.t2 Ebro_g35281.t1 Ebro_g3610.t1 Ebro_g37023.t1 Ebro_g40167.t1 Ebro_g41741.t1 Ebro_g5469.t1 Ebro_g8044.t1
HG_113931	OG0113930: Ebro_g35779.t1 Ebro_g35780.t1
HG_8842	OG0008841: Ebro_g10576.t1 Ebro_g12757.t1 Ebro_g12838.t1 Ebro_g12909.t1 Ebro_g13207.t1 Ebro_g13638.t1 Ebro_g13712.t1 Ebro_g14018.t2 Ebro_g14623.t1 Ebro_g15662.t1 Ebro_g16535.t1 Ebro_g16769.t1 Ebro_g17486.t1 Ebro_g1863.t1 Ebro_g19211.t1 Ebro_g19676.t1 Ebro_g2081.t1 Ebro_g21363.t1 Ebro_g21661.t1 Ebro_g22377.t1 Ebro_g23698.t1 Ebro_g2421.t1 Ebro_g26268.t1 Ebro_g28339.t1 Ebro_g28344.t1 Ebro_g28450.t1 Ebro_g28541.t1 Ebro_g29478.t1 Ebro_g29773.t2 Ebro_g30479.t1 Ebro_g30480.t1 Ebro_g30801.t1 Ebro_g31059.t1 Ebro_g31270.t1 Ebro_g31641.t1 Ebro_g32020.t1 Ebro_g33463.t1 Ebro_g33990.t1 Ebro_g34209.t1 Ebro_g34383.t2 Ebro_g34393.t1 Ebro_g34643.t1 Ebro_g34675.t1 Ebro_g35190.t1 Ebro_g36039.t1 Ebro_g36130.t1 Ebro_g36424.t1 Ebro_g36471.t1 Ebro_g3755.t1 Ebro_g37718.t1 Ebro_g3850.t1 Ebro_g3850.t2 Ebro_g40427.t1 Ebro_g40456.t1 Ebro_g40508.t1 Ebro_g40920.t1 Ebro_g41663.t1 Ebro_g42212.t2 Ebro_g43539.t1 Ebro_g4391.t1 Ebro_g44315.t1 Ebro_g44534.t1 Ebro_g44951.t1 Ebro_g45031.t1 Ebro_g45316.t1 Ebro_g45317.t1 Ebro_g45587.t1 Ebro_g46056.t1 Ebro_g46502.t1 Ebro_g46853.t1 Ebro_g5443.t1 Ebro_g579.t1 Ebro_g5836.t1 Ebro_g7299.t2 Ebro_g8180.t1 Ebro_g8265.t1 Ebro_g8504.t1 Ebro_g8667.t1 Ebro_g8816.t1 Ebro_g8882.t1 Ebro_g9216.t1 Ebro_g9217.t1 Ebro_g9388.t1 Ebro_g9806.t1
HG_113615	OG0113614: Ebro_g38074.t1 Ebro_g6909.t1
HG_113817	OG0113816: Ebro_g27958.t1 Ebro_g27959.t1
HG_226580	OG0226579: Ebro_g38474.t1
HG_226782	OG0226781: Ebro_g16458.t1
HG_226984	OG0226983: Ebro_g9484.t1
HG_226466	OG0226465: Ebro_g1033.t1
HG_226668	OG0226667: Ebro_g10988.t1
HG_226062	OG0226061: Ebro_g3526.t1
HG_226264	OG0226263: Ebro_g36339.t1
HG_55769	OG0055768: Ebro_g11942.t1 Ebro_g1791.t2 Ebro_g24937.t1 Ebro_g37927.t1 Ebro_g42166.t1
HG_224890	OG0224889: Ebro_g29702.t1
HG_224574	OG0224573: Ebro_g24728.t1
HG_224776	OG0224775: Ebro_g41747.t1
HG_227220	OG0227219: Ebro_g30891.t1
HG_224978	OG0224977: Ebro_g6738.t1
HG_31010	OG0031009: Ebro_g14841.t2 Ebro_g15983.t1 Ebro_g22044.t1 Ebro_g34666.t1 Ebro_g39378.t1 Ebro_g3965.t1 Ebro_g46244.t1 Ebro_g6568.t2 Ebro_g7517.t1 Ebro_g9983.t1
HG_227106	OG0227105: Ebro_g19941.t1
HG_224170	OG0224169: Ebro_g20198.t1
HG_224372	OG0224371: Ebro_g46659.t1
HG_224258	OG0224257: Ebro_g26871.t1
HG_225732	OG0225731: Ebro_g1931.t1
HG_225934	OG0225933: Ebro_g34827.t1
HG_224056	OG0224055: Ebro_g4082.t1
HG_225530	OG0225529: Ebro_g5361.t1
HG_225618	OG0225617: Ebro_g18062.t1
HG_225214	OG0225213: Ebro_g3749.t1
HG_225416	OG0225415: Ebro_g25941.t1
HG_22411	OG0022410: Ebro_g10142.t1 Ebro_g11506.t1 Ebro_g13623.t1 Ebro_g14234.t1 Ebro_g14740.t1 Ebro_g22976.t2 Ebro_g23093.t1 Ebro_g24075.t1 Ebro_g24213.t1 Ebro_g25095.t1 Ebro_g26488.t1 Ebro_g35550.t1 Ebro_g41675.t1 Ebro_g45632.t1 Ebro_g5601.t1
HG_225012	OG0225011: Ebro_g45770.t1
HG_20410	OG0020409: Ebro_g12389.t1 Ebro_g14844.t1 Ebro_g18883.t1 Ebro_g1991.t1 Ebro_g23531.t1 Ebro_g3017.t1 Ebro_g30535.t1 Ebro_g32701.t1 Ebro_g34405.t1 Ebro_g34918.t1 Ebro_g3734.t1 Ebro_g37563.t1 Ebro_g38919.t1 Ebro_g41630.t1 Ebro_g5846.t1 Ebro_g798.t1 Ebro_g9252.t1
HG_16114	OG0016113: Ebro_g10780.t1 Ebro_g13071.t1 Ebro_g14961.t1 Ebro_g1506.t1 Ebro_g1569.t1 Ebro_g17853.t1 Ebro_g18612.t2 Ebro_g19874.t1 Ebro_g22156.t1 Ebro_g22208.t1 Ebro_g24872.t1 Ebro_g26591.t1 Ebro_g27161.t1 Ebro_g27210.t1 Ebro_g29523.t1 Ebro_g30052.t1 Ebro_g39185.t1 Ebro_g43091.t2 Ebro_g5651.t1 Ebro_g7152.t1 Ebro_g8431.t1 Ebro_g8976.t1 Ebro_g90.t1 Ebro_g9708.t1
HG_14185	OG0014184: Ebro_g11086.t1 Ebro_g11705.t1 Ebro_g1183.t1 Ebro_g11889.t2 Ebro_g13387.t1 Ebro_g17088.t1 Ebro_g18138.t1 Ebro_g18705.t1 Ebro_g25796.t1 Ebro_g25850.t1 Ebro_g26365.t1 Ebro_g27472.t2 Ebro_g2893.t2 Ebro_g2908.t1 Ebro_g2923.t2 Ebro_g30085.t1 Ebro_g32849.t1 Ebro_g33083.t1 Ebro_g35387.t2 Ebro_g39614.t1 Ebro_g41870.t1 Ebro_g44143.t1 Ebro_g44625.t2 Ebro_g45625.t1 Ebro_g45753.t1 Ebro_g6811.t1 Ebro_g6812.t2 Ebro_g8673.t1 Ebro_g902.t1 Ebro_g9899.t1
HG_10457	OG0010456: Ebro_g10363.t1 Ebro_g1173.t1 Ebro_g12794.t1 Ebro_g13255.t1 Ebro_g13388.t1 Ebro_g13430.t1 Ebro_g13530.t1 Ebro_g13837.t1 Ebro_g1430.t1 Ebro_g14734.t2 Ebro_g1517.t2 Ebro_g16319.t1 Ebro_g17053.t1 Ebro_g17404.t1 Ebro_g21968.t1 Ebro_g22212.t1 Ebro_g22243.t1 Ebro_g24782.t1 Ebro_g26097.t3 Ebro_g26340.t2 Ebro_g27591.t2 Ebro_g27703.t1 Ebro_g28175.t1 Ebro_g30159.t1 Ebro_g30440.t1 Ebro_g31381.t1 Ebro_g31638.t1 Ebro_g32712.t1 Ebro_g33483.t1 Ebro_g34118.t1 Ebro_g34278.t2 Ebro_g34806.t1 Ebro_g35087.t1 Ebro_g35131.t1 Ebro_g36928.t2 Ebro_g37128.t1 Ebro_g37314.t2 Ebro_g39725.t1 Ebro_g41054.t2 Ebro_g42078.t1 Ebro_g42965.t1 Ebro_g43574.t1 Ebro_g45691.t1 Ebro_g46179.t1 Ebro_g46466.t1 Ebro_g46685.t2 Ebro_g46827.t1 Ebro_g4945.t1 Ebro_g584.t1 Ebro_g605.t1 Ebro_g6271.t1 Ebro_g6687.t1 Ebro_g8184.t1 Ebro_g9737.t1
HG_48077	OG0048076: Ebro_g10819.t1 Ebro_g12711.t1 Ebro_g21354.t1 Ebro_g23286.t1 Ebro_g27780.t1 Ebro_g42691.t1
HG_11401	OG0011400: Ebro_g10385.t1 Ebro_g11801.t1 Ebro_g12492.t1 Ebro_g15159.t2 Ebro_g17540.t1 Ebro_g17584.t1 Ebro_g19110.t1 Ebro_g19507.t1 Ebro_g21638.t1 Ebro_g22928.t1 Ebro_g23384.t1 Ebro_g23872.t1 Ebro_g24680.t1 Ebro_g24681.t1 Ebro_g24810.t1 Ebro_g28639.t1 Ebro_g28648.t1 Ebro_g28884.t1 Ebro_g29278.t1 Ebro_g29451.t1 Ebro_g31124.t1 Ebro_g32306.t1 Ebro_g32307.t1 Ebro_g32829.t1 Ebro_g32875.t1 Ebro_g35367.t1 Ebro_g36584.t1 Ebro_g36585.t1 Ebro_g36804.t1 Ebro_g37090.t1 Ebro_g38020.t1 Ebro_g39546.t1 Ebro_g40884.t2 Ebro_g41047.t2 Ebro_g42281.t1 Ebro_g4302.t1 Ebro_g43683.t1 Ebro_g43685.t1 Ebro_g43686.t1 Ebro_g44120.t1 Ebro_g44243.t1 Ebro_g44703.t1 Ebro_g4498.t1 Ebro_g46642.t1 Ebro_g5090.t1 Ebro_g9629.t1
HG_113942	OG0113941: Ebro_g28808.t1 Ebro_g28808.t2
HG_113740	OG0113739: Ebro_g14715.t1 Ebro_g16149.t1
HG_113828	OG0113827: Ebro_g36849.t1 Ebro_g37485.t1
HG_113626	OG0113625: Ebro_g23149.t1 Ebro_g26052.t1
HG_226995	OG0226994: Ebro_g3127.t1
HG_226591	OG0226590: Ebro_g6055.t2
HG_226793	OG0226792: Ebro_g43826.t1
HG_226275	OG0226274: Ebro_g12105.t1
HG_226477	OG0226476: Ebro_g21858.t1
HG_226679	OG0226678: Ebro_g2658.t1
HG_226073	OG0226072: Ebro_g7604.t2
HG_224989	OG0224988: Ebro_g30553.t1
HG_224383	OG0224382: Ebro_g34421.t1
HG_224585	OG0224584: Ebro_g24475.t1
HG_224787	OG0224786: Ebro_g26393.t1
HG_224181	OG0224180: Ebro_g23427.t1
HG_224269	OG0224268: Ebro_g19647.t1
HG_227117	OG0227116: Ebro_g25789.t1
HG_224067	OG0224066: Ebro_g15544.t1
HG_225541	OG0225540: Ebro_g30086.t1
HG_225743	OG0225742: Ebro_g36885.t1
HG_225945	OG0225944: Ebro_g27254.t1
HG_225427	OG0225426: Ebro_g26308.t1
HG_225629	OG0225628: Ebro_g21959.t1
HG_42412	OG0042411: Ebro_g34302.t1 Ebro_g6241.t1 Ebro_g7708.t1 Ebro_g7709.t1 Ebro_g7710.t2 Ebro_g7711.t1 Ebro_g7713.t1
HG_225023	OG0225022: Ebro_g21867.t1
HG_225225	OG0225224: Ebro_g3122.t1
HG_226901	OG0226900: Ebro_g12110.t1
HG_83143	OG0083142: Ebro_g45358.t1 Ebro_g6098.t1 Ebro_g6100.t1
HG_66961	OG0066960: Ebro_g13308.t1 Ebro_g13959.t1 Ebro_g18702.t1 Ebro_g24576.t1
HG_113751	OG0113750: Ebro_g34080.t1 Ebro_g38346.t1
HG_113953	OG0113952: Ebro_g34235.t1 Ebro_g34235.t2
HG_113637	OG0113636: Ebro_g46881.t1 Ebro_g8470.t1
HG_113839	OG0113838: Ebro_g15961.t1 Ebro_g15961.t2
HG_226286	OG0226285: Ebro_g18220.t1
HG_226488	OG0226487: Ebro_g26452.t1
HG_226084	OG0226083: Ebro_g37183.t1
HG_224798	OG0224797: Ebro_g43072.t1
HG_224394	OG0224393: Ebro_g22999.t1
HG_227040	OG0227039: Ebro_g23870.t1
HG_224596	OG0224595: Ebro_g10105.t1
HG_224192	OG0224191: Ebro_g29302.t1
HG_224078	OG0224077: Ebro_g31995.t1
HG_227128	OG0227127: Ebro_g33594.t1
HG_225552	OG0225551: Ebro_g22997.t1
HG_225754	OG0225753: Ebro_g35181.t1
HG_225956	OG0225955: Ebro_g25376.t1
HG_225350	OG0225349: Ebro_g31354.t1
HG_225438	OG0225437: Ebro_g26496.t1
HG_225034	OG0225033: Ebro_g11318.t1
HG_225236	OG0225235: Ebro_g30986.t1
HG_226710	OG0226709: Ebro_g13517.t1
HG_226912	OG0226911: Ebro_g34552.t1
HG_25072	OG0025071: Ebro_g14582.t1 Ebro_g17091.t1 Ebro_g20523.t1 Ebro_g2071.t1 Ebro_g22940.t1 Ebro_g23435.t1 Ebro_g25687.t1 Ebro_g31077.t1 Ebro_g34142.t1 Ebro_g40201.t1 Ebro_g5993.t1 Ebro_g8837.t1 Ebro_g9349.t1
HG_55782	OG0055781: Ebro_g28839.t1 Ebro_g39551.t1 Ebro_g40069.t1 Ebro_g40470.t1 Ebro_g44641.t1
HG_8264	OG0008263: Ebro_g10768.t1 Ebro_g10768.t2 Ebro_g11512.t1 Ebro_g12319.t1 Ebro_g13160.t2 Ebro_g13161.t1 Ebro_g1345.t1 Ebro_g13741.t1 Ebro_g14377.t1 Ebro_g14783.t1 Ebro_g1500.t1 Ebro_g1501.t1 Ebro_g15186.t1 Ebro_g1526.t1 Ebro_g15460.t1 Ebro_g15683.t2 Ebro_g15684.t1 Ebro_g16137.t1 Ebro_g16138.t1 Ebro_g16229.t1 Ebro_g16314.t1 Ebro_g16687.t1 Ebro_g17719.t1 Ebro_g1854.t1 Ebro_g18698.t1 Ebro_g18699.t1 Ebro_g18859.t1 Ebro_g19505.t1 Ebro_g2040.t1 Ebro_g21.t1 Ebro_g22.t1 Ebro_g2209.t1 Ebro_g2210.t1 Ebro_g22494.t1 Ebro_g22614.t1 Ebro_g22615.t1 Ebro_g22775.t1 Ebro_g23064.t1 Ebro_g23719.t1 Ebro_g23719.t2 Ebro_g23742.t1 Ebro_g2420.t1 Ebro_g24689.t1 Ebro_g25023.t1 Ebro_g2503.t1 Ebro_g25698.t1 Ebro_g25699.t1 Ebro_g25891.t1 Ebro_g25892.t1 Ebro_g25937.t1 Ebro_g26870.t1 Ebro_g27303.t1 Ebro_g27309.t1 Ebro_g27441.t1 Ebro_g27442.t1 Ebro_g27708.t1 Ebro_g28131.t1 Ebro_g28208.t1 Ebro_g28296.t1 Ebro_g28297.t1 Ebro_g28931.t1 Ebro_g29733.t1 Ebro_g30802.t1 Ebro_g33257.t1 Ebro_g33258.t1 Ebro_g33725.t1 Ebro_g35109.t1 Ebro_g35110.t1 Ebro_g35566.t1 Ebro_g37189.t1 Ebro_g37595.t1 Ebro_g37596.t1 Ebro_g386.t1 Ebro_g38914.t1 Ebro_g38915.t1 Ebro_g39245.t1 Ebro_g41027.t1 Ebro_g41028.t1 Ebro_g4224.t1 Ebro_g42401.t1 Ebro_g42402.t1 Ebro_g4243.t1 Ebro_g42831.t1 Ebro_g42832.t1 Ebro_g42833.t1 Ebro_g43118.t3 Ebro_g43721.t1 Ebro_g43952.t1 Ebro_g44270.t1 Ebro_g44496.t1 Ebro_g44497.t1 Ebro_g45020.t1 Ebro_g46350.t1 Ebro_g46834.t1 Ebro_g5980.t1 Ebro_g7007.t2 Ebro_g7086.t1 Ebro_g8755.t1 Ebro_g9012.t1 Ebro_g9013.t1
